block_id,method,line,score
Trametinib_Taselisib,Loewe,D013T01,15.039143915260109
Trametinib_Taselisib,Loewe,D019T01,13.689116407473872
Trametinib_Taselisib,Loewe,D080T01,-2.002967931610819
Trametinib_Taselisib,Loewe,D090T01,16.975132220145717
Trametinib_Taselisib,Loewe,D092T01,17.864893837924157
Trametinib_Taselisib,Loewe,D104T01,16.599118921473124
Trametinib_Taselisib,Loewe,D105T01,13.326280578929493
Trametinib_Taselisib,Loewe,D114T01,14.640956516717385
Trametinib_Taselisib,Loewe,D115T01,16.84847541202755
Trametinib_Taselisib,Loewe,D131T01,9.705596454265
Trametinib_Taselisib,Loewe,D134T01,9.076167119209465
Trametinib_Taselisib,Loewe,D135T01,9.552812142369493
Trametinib_Taselisib,ZIP,D013T01,6.385217080195321
Trametinib_Taselisib,ZIP,D019T01,9.156430639422382
Trametinib_Taselisib,ZIP,D080T01,15.434247752912192
Trametinib_Taselisib,ZIP,D090T01,10.419892416564753
Trametinib_Taselisib,ZIP,D092T01,6.852344664010656
Trametinib_Taselisib,ZIP,D104T01,13.417248395741797
Trametinib_Taselisib,ZIP,D105T01,15.249626298617112
Trametinib_Taselisib,ZIP,D114T01,8.483892771787163
Trametinib_Taselisib,ZIP,D115T01,9.385304759381322
Trametinib_Taselisib,ZIP,D131T01,3.0612478073967653
Trametinib_Taselisib,ZIP,D134T01,2.5946067414226697
Trametinib_Taselisib,ZIP,D135T01,-0.6841045194977746
Trametinib_Vinblastin,Bliss,D013T01,1.3258097174880015
Trametinib_Vinblastin,Bliss,D019T01,5.583246847445768
Trametinib_Vinblastin,Bliss,D080T01,8.819595468667586
Trametinib_Vinblastin,Bliss,D090T01,-4.908595418080453
Trametinib_Vinblastin,Bliss,D092T01,-2.853673453889916
Trametinib_Vinblastin,Bliss,D104T01,8.3893564971677
Trametinib_Vinblastin,Bliss,D105T01,-3.851198970297919
Trametinib_Vinblastin,Bliss,D114T01,1.074263401945346
Trametinib_Vinblastin,Bliss,D115T01,-0.4660417129192461
Trametinib_Vinblastin,Bliss,D131T01,-1.0880792650309978
Trametinib_Vinblastin,Bliss,D134T01,2.331070885545749
Trametinib_Vinblastin,Bliss,D135T01,-3.7731680425639857
Trametinib_Vinblastin,HSA,D013T01,11.741494658777462
Trametinib_Vinblastin,HSA,D019T01,18.22882367826739
Trametinib_Vinblastin,HSA,D080T01,13.693926507818542
Trametinib_Vinblastin,HSA,D090T01,5.208001440870507
Trametinib_Vinblastin,HSA,D092T01,4.604942291191362
Trametinib_Vinblastin,HSA,D104T01,22.220201331696117
Trametinib_Vinblastin,HSA,D105T01,8.603193840551004
Trametinib_Vinblastin,HSA,D114T01,10.366333558370172
Trametinib_Vinblastin,HSA,D115T01,11.010711789307852
Trametinib_Vinblastin,HSA,D131T01,11.529249249333088
Trametinib_Vinblastin,HSA,D134T01,13.925029003082555
Trametinib_Vinblastin,HSA,D135T01,5.1217990459493095
Trametinib_Vinblastin,Loewe,D013T01,10.220592211686185
Trametinib_Vinblastin,Loewe,D019T01,17.526324476170178
Trametinib_Vinblastin,Loewe,D080T01,12.31855873776285
Trametinib_Vinblastin,Loewe,D090T01,2.6171591944042847
Trametinib_Vinblastin,Loewe,D092T01,3.452144430959515
Trametinib_Vinblastin,Loewe,D104T01,20.26838315445729
Trametinib_Vinblastin,Loewe,D105T01,6.451370453072491
Trametinib_Vinblastin,Loewe,D114T01,8.315631749121774
Trametinib_Vinblastin,Loewe,D115T01,9.675377012323857
Trametinib_Vinblastin,Loewe,D131T01,10.502656760785893
Trametinib_Vinblastin,Loewe,D134T01,12.706395859954322
Trametinib_Vinblastin,Loewe,D135T01,2.9516397761867434
Trametinib_Vinblastin,ZIP,D013T01,2.4945047993538494
Trametinib_Vinblastin,ZIP,D019T01,7.0559556994329125
Trametinib_Vinblastin,ZIP,D080T01,10.86619064532151
Trametinib_Vinblastin,ZIP,D090T01,-4.460111208752311
Trametinib_Vinblastin,ZIP,D092T01,-2.1046259221785566
Trametinib_Vinblastin,ZIP,D104T01,8.499300353642079
Trametinib_Vinblastin,ZIP,D105T01,-3.771909775334127
Trametinib_Vinblastin,ZIP,D114T01,2.02978633253624
Trametinib_Vinblastin,ZIP,D115T01,0.9158181619144574
Trametinib_Vinblastin,ZIP,D131T01,-0.9539944492478833
Trametinib_Vinblastin,ZIP,D134T01,2.463193494315692
Trametinib_Vinblastin,ZIP,D135T01,-2.5239620301546783
